book_id,preprocessed_resumes
32855079,"['alexfromtarget', 'meet', 'queer', 'prince', 'charming', 'glitter', 'romcom', 'follow', 'teen', 'music', 'prodigy', 'handsome', 'socialite', 'unwittingly', 'turn', 'internet', 'sensation', 'dingy', 'los', 'angeles', 'club', 'late', 'night', 'cameron', 'nate', 'meet', 'find', 'common', 'love', 'obscure', 'indie', 'band', 'nate', 'learn', 'cameron', 'heir', 't', 'alexfromtarget', 'meet', 'queer', 'prince', 'charming', 'glitter', 'romcom', 'follow', 'teen', 'music', 'prodigy', 'handsome', 'socialite', 'unwittingly', 'turn', 'internet', 'sensation', 'dingy', 'los', 'angeles', 'club', 'late', 'night', 'cameron', 'nate', 'meet', 'find', 'common', 'love', 'obscure', 'indie', 'band', 'nate', 'learn', 'cameron', 'heir', 'record', 'label', 'destroy', 'father', 'life', 'run', 'away', 'fast', 'evidence', 'brief', 'intense', 'connection', 'blurry', 'photo', 'cameron', 'snap', 'nate', 'sharpie', 'decorate', 'chuck', 'taylors', 'flee', ' ', 'consider', 'cameron', 'real', 'life', 'prince', 'charming', 'handsome', 'famous', 'rich', 'fitting', 'set', 'find', 'owner', 'sharpied', 'shoe', 'cameron', 'twin', 'sister', 'model', 'socialite', 'post', 'picture', 'nate', 'shoe', 'instagram', 'legion', 'fan', 'caption', 'know', 'gorgeous', 'owner', 'shoe', 'hottie', 'brother', 'look', 'internet', 'break', 'news', 'modern', 'fairy', 'tale', 'entwined', 'life', 'sparkling', 'story', 'power', 'music', 'demon', 'haunt', 'fluttering', 'real', 'love']"
37562255,"['sociopath', 'work', 'dyson', 'devereux', 'busy', 'man', 'challenging', 'new', 'job', 'council', 'burials', 'cemeteries', 'department', 'young', 'son', 'life', 'fine', 'amid', 'mindless', 'minutia', 'workplace', 'dyson', 'fast', 'lose', 'patience', 'crass', 'colleague', 'contemptible', 'clothe', 'get', 'go', 'dyson', 'beca', 'sociopath', 'work', 'dyson', 'devereux', 'busy', 'man', 'challenging', 'new', 'job', 'council', 'burials', 'cemeteries', 'department', 'young', 'son', 'life', 'fine', 'amid', 'mindless', 'minutia', 'workplace', 'dyson', 'fast', 'lose', 'patience', 'crass', 'colleague', 'contemptible', 'clothe', 'get', 'go', 'dyson', 'unbeknown', 'beneath', 'dyson', 'charming', 'italian', 'delicacy', 'consume', 'veneer', 'lurk', 'sinister', 'personal', 'professional', 'life', 'threaten', 'spiral', 'control', 'long', 'dyson', 'true', 'nature', 'wrap', ' ', 'sepultura', 'hilarious', 'black', 'comedy', 'expose', 'banality', 'public', 'sector', 'bureaucracy', ' ', 'hysterical', 'take', 'dark', 'humour', 'new', 'level', 'martin', 'allen', 'author', 'weed', 'satirical', 'gem', 'adam', 'riley', 'comedian', 'kind', 'black', 'comedy', 'love', 'dyson', 'love', 'hate', 'sandra', 'seymour', 'author', 'breed', 'slayer', 'sepultura', 'second', 'instalment', 'necropolis', 'trilogy', 'necropolis', 'sepultura', 'golgotha', 'sepultura', 'read', 'standalone', 'novel', 'character', 'help', 'like', 'matter', 'outrageous', 'avid', 'reader', 'amazon', 'reviewer', 'gravely', 'amusing', 'distraction', 'run', 'mill', 'narrator', 'littlebooknesslane', 'amazon', 'reviewer', 'like', 'serial', 'killer', 'fiction', 'dark', 'humorous', 'crime', 'love', 'sepultura']"
16034483,"['cinema', 'literature', 'go', 'hand', 'hand', 'come', 'science', 'fiction', 'contemporary', 'author', 'scripted', 'philip', 'k.', 'dick', 'master', 'genre', 'isaac', 'asimov', 'arthur', 'c.', 'clarke', 'little', 'know', 'brazil', 'literary', 'work', 'dick', 'hit', 'movie', 'audience', 'go', 'far', 'blade', 'runner', 'android', 'hunter', 'cult', 'icon', '1980', 'inspire', 'novel', 'order', 'recognition', 'extraordinary', 'author', 'realidades', 'adaptadas', 'bring', 'world', 'edition', 'short', 'story', 'philip', 'k.', 'dick', 'adapt', 'seventh', 'art', 'bring', 'general', 'public', 'original', 'text', 'inspire', 'screenwriter', 'director', 'film']"
92280,"['writer', 'director', 'acclaimed', 'film', 'pi', 'screen', 'adaptation', 'hubert', 'selby', 'jr.', 'classic', 'cult', 'novel', 'requiem', 'dream', 'modern', 'day', 'fable', 'set', 'rusted', 'mean', 'street', 'brooklyn', 'coney', 'island', 'follow', 'story', 'people', 'desperately', 'pursuit', 'well', 'life', 'oscar', 'win', 'actress', 'ellen', 'burstyn', 'star', 'sara', 'widow', 'mother', 'obsess', 'wi', 'writer', 'director', 'acclaimed', 'film', 'pi', 'screen', 'adaptation', 'hubert', 'selby', 'jr.', 'classic', 'cult', 'novel', 'requiem', 'dream', 'modern', 'day', 'fable', 'set', 'rusted', 'mean', 'street', 'brooklyn', 'coney', 'island', 'follow', 'story', 'people', 'desperately', 'pursuit', 'well', 'life', 'oscar', 'win', 'actress', 'ellen', 'burstyn', 'star', 'sara', 'widow', 'mother', 'obsess', 'waistline', 'addict', 'diet', 'pill', 'thought', 'appear', 'television', 'son', 'harry', 'jared', 'leto', 'girlfriend', 'marion', 'jennifer', 'connelly', 'good', 'friend', 'tyrone', 'marlon', 'wayans', 'surprising', 'dramatic', 'debut', 'junkie', 'search', 'american', 'dream', 'world', 'fortune', 'win', 'successful', 'score', 'sell', 'operation', 'long', 'lay', 'hand', 'pound', 'heroin', 'unload', 'finance', 'legitimate', 'business', 'soon', 'earnest', 'pursuit', 'begin', 'horrify', 'dimension', 'world', 'crumble', 'sara', 'harry', 'marion', 'tyrone', 'refuse', 'let', 'plummet', 'dream', 'nightmarish', 'freefall', 'soon', 'forget']"
33805430,"['leda', 'pierce', 'late', 'mission', 'bring', 'hometown', 'edge', 'frontier', 'thing', 'take', 'turn', 'bad', 'month', 'leave', 'home', 'join', 'legion', 'angels', 'new', 'york', 'city', 'crime', 'lord', 'rule', 'town', 'beast', 'number', 'explode', 'great', 'magic', 'wall', 'sep', 'leda', 'pierce', 'late', 'mission', 'bring', 'hometown', 'edge', 'frontier', 'thing', 'take', 'turn', 'bad', 'month', 'leave', 'home', 'join', 'legion', 'angels', 'new', 'york', 'city', 'crime', 'lord', 'rule', 'town', 'beast', 'number', 'explode', 'great', 'magic', 'wall', 'separate', 'humanity', 'plain', 'monster', 'fiercely', 'seductive', 'angel', 'nero', 'leda', 'guide', 'group', 'pilgrim', 'monster', 'infest', 'expanse', 'ruin', 'final', 'battle', 'god', 'demon', 'begin', 'pilgrimage', 'soon', 'turn', 'treasure', 'hunt', 'ancient', 'weapon', 'tip', 'balance', 'power', 'heaven', 'hell', 'spiral', 'intrigue', 'pit', 'leda', 'nero', 'rogue', 'member', 'legion', 'legendary', 'angel', 'powerful', 'black', 'hearted']"
36260155,"['rite', 'exist', 'long', 'remember', 'prince', 'king', 'come', 'age', 'venture', 'gray', 'land', 'slay', 'fierce', 'dragon', 'rescue', 'damsel', 'bride', 'way', 'thing', 'ama', 'wake', 'arm', 'prince', 'emory', 'know', 'memory', 'come', 'capture', 'rite', 'exist', 'long', 'remember', 'prince', 'king', 'come', 'age', 'venture', 'gray', 'land', 'slay', 'fierce', 'dragon', 'rescue', 'damsel', 'bride', 'way', 'thing', 'ama', 'wake', 'arm', 'prince', 'emory', 'know', 'memory', 'come', 'capture', 'dragon', 'horror', 'face', 'lair', 'know', 'handsome', 'prince', 'story', 'tell', 'rescue', 'destiny', 'sit', 'throne', 'ama', 'come', 'emory', 'kingdom', 'harding', 'hail', 'new', 'princess', 'welcome', 'court', 'soon', 'night', 'fall', 'begin', 'realize', 'legend', 'dragon', 'damsel', 'know', 'great', 'threat', 'life']"
247819,"['day', 'newspaper', 'television', 'read', 'hear', 'ongoing', 'destruction', 'environment', 'greenhouse', 'effect', 'ozone', 'layer', 'depletion', 'deforestation', 'air', 'water', 'pollution', 'deep', 'ecology', 'offer', 'solution', 'environmental', 'crisis', 'radical', 'shift', 'human', 'consciousness', 'fundamental', 'change', 'way', 'people', 'relate', 'environment', 'day', 'newspaper', 'television', 'read', 'hear', 'ongoing', 'destruction', 'environment', 'greenhouse', 'effect', 'ozone', 'layer', 'depletion', 'deforestation', 'air', 'water', 'pollution', 'deep', 'ecology', 'offer', 'solution', 'environmental', 'crisis', 'radical', 'shift', 'human', 'consciousness', 'fundamental', 'change', 'way', 'people', 'relate', 'environment', 'instead', 'thinking', 'nature', 'resource', 'human', 'need', 'deep', 'ecology', 'argue', 'true', 'value', 'nature', 'intrinsic', 'independent', 'utility', 'emerge', '1980', 'influential', 'philosophical', 'social', 'political', 'movement', 'deep', 'ecology', 'shape', 'environmental', 'debate', 'lead', 'activist', 'policymaker', 'vice', 'president', 'al', 'gore', 'dave', 'forman', 'cofounder', 'earth', ' ', 'contain', 'thirty', 'article', 'lead', 'writer', 'thinker', 'file', 'offer', 'comprehensive', 'array', 'perspective', 'new', 'approach', 'environmentalism', 'explore', 'basic', 'philosophy', 'deep', 'ecology', '  ', 'root', 'writing', 'henry', 'david', 'thoreau', 'john', 'muir', 'rachel', 'carson', '  ', 'relationship', 'deep', 'ecology', 'social', 'ecology', 'ecofeminism', 'greens', 'new', 'age', 'futurism', '  ', 'deep', 'ecology', 'way', 'life', 'exemplify', 'important', 'environmentalist', 'poet', 'gary', 'snyder', 'norwegian', 'philosopher', 'arne', 'naess', '  ', 'philosophical', 'dimension', 'environmental', 'movement', 'lead', 'theorist', '  ', 'politic', 'ecological', 'sustainability', 'social', 'political', 'implication', 'deep', 'ecology', 'century']"
223049,"['french', 'malagasy', 'stock', 'involve', 'south', 'african', 'politic', 'early', 'age', 'alex', 'la', 'guma', 'arrest', 'treason', 'finally', 'acquit', 'state', 'emergency', 'follow', 'sharpeville', 'massacre', 'detain', 'month', 'continue', 'write', 'endure', 'house', 'arrest', 'solitary', 'confinement', 'la', 'guma', 'leave', 'south', 'africa', ' ', 'french', 'malagasy', 'stock', 'involve', 'south', 'african', 'politic', 'early', 'age', 'alex', 'la', 'guma', 'arrest', 'treason', 'finally', 'acquit', 'state', 'emergency', 'follow', 'sharpeville', 'massacre', 'detain', 'month', 'continue', 'write', 'endure', 'house', 'arrest', 'solitary', 'confinement', 'la', 'guma', 'leave', 'south', 'africa', 'refugee', 'live', 'exile', 'london', 'havana', 'die', ' ', 'reveal', 'la', 'guma', 'important', 'african', 'writer', 'time', 'work', 'reveal', 'plight', 'non', 'white', 'apartheid', 'south', 'africa', 'lay', 'bare', 'life', 'poor', 'outcast', 'fill', 'ghetto', 'shantytown', 'walk', 'night', 'tattoo', 'mark', 'nail', 'portagee', 'gladiator', 'blanket', 'matter', 'taste', 'lemon', 'orchard']"
13153693,"['warm', 'spring', 'evening', 'south', 'los', 'angeles', 'young', 'man', 'shoot', 'kill', 'sidewalk', 'minute', 'away', 'home', 'hundred', 'young', 'man', 'slay', 'la', 'year', 'assailant', 'run', 'street', 'jump', 'suv', 'vanish', 'hope', 'join', 'vast', 'majority', 'killer', 'american', 'city', 'arrest', 'crime', 'soon', 'case', ' ', 'warm', 'spring', 'evening', 'south', 'los', 'angeles', 'young', 'man', 'shoot', 'kill', 'sidewalk', 'minute', 'away', 'home', 'hundred', 'young', 'man', 'slay', 'la', 'year', 'assailant', 'run', 'street', 'jump', 'suv', 'vanish', 'hope', 'join', 'vast', 'majority', 'killer', 'american', 'city', 'arrest', 'crime', 'soon', 'case', 'assign', 'detective', 'john', 'skaggs', 'odd', 'shift', 'kaleidoscopic', 'story', 'quintessential', 'american', 'murder', 'young', 'black', 'man', 'slay', 'determined', 'crew', 'detective', 'creed', 'pursue', 'justice', 'cost', 'forget', 'victim', '  ', 'fast', 'pace', 'narrative', 'devastating', 'crime', 'intimate', 'portrait', 'detective', 'community', 'bond', 'tragedy', 'surprising', 'new', 'lens', 'great', 'subject', 'murder', 'america', 'happen', 'plague', 'killing', 'stop']"
34941200,"['dean', 'alfar', 'novel', 'sorcery', 'work', 'love', 'lust', 'literature', 'friendship', 'family', 'filipino', 'nation', '  ', 'streak', 'decade', 'space', 'track', 'stormy', 'relationship', 'polymorphous', 'perverse', 'gaudencio', 'rivera', 'passion', 'ignite', 'prodigious', 'feat', 'writing', 'wandering', 'palawena', 'beauty', 'jacinta', 'cordova', 'perfecti', 'dean', 'alfar', 'novel', 'sorcery', 'work', 'love', 'lust', 'literature', 'friendship', 'family', 'filipino', 'nation', '  ', 'streak', 'decade', 'space', 'track', 'stormy', 'relationship', 'polymorphous', 'perverse', 'gaudencio', 'rivera', 'passion', 'ignite', 'prodigious', 'feat', 'writing', 'wandering', 'palawena', 'beauty', 'jacinta', 'cordova', 'perfection', 'transmute', 'wall', 'glass', 'adoration', 'art', 'trace', 'arc', 'imperfect', 'marriage', 'sunder', 'act', 'nature', 'human', 'suture', 'act', 'nonhuman', 'vividly', 'people', 'multigenerational', 'multinational', 'cast', 'kith', 'kin', 'work', 'imagination', 'take', 'reader', 'magical', 'excursion', 'philippine', 'life', 'history', 'set', 'new', 'standard', 'filipino', 'novel', 'way']"
8514342,"['publication', 'dar', 'al', 'adab']"
21788,"['year', 'old', 'prodigy', 'critically', 'acclaim', 'author', 'great', 'thing', 'expect', 'immediately', 'artistic', 'success', 'happiness', 'come', 'easily', 'chub', 'fuller', 'like', 'writer', 'find', 'descend', 'low', 'reach', 'psyche', 'drive', 'phantom', 'past', 'obsessive', 'passion', 'othe', 'year', 'old', 'prodigy', 'critically', 'acclaim', 'author', 'great', 'thing', 'expect', 'immediately', 'artistic', 'success', 'happiness', 'come', 'easily', 'chub', 'fuller', 'like', 'writer', 'find', 'descend', 'low', 'reach', 'psyche', 'drive', 'phantom', 'past', 'obsessive', 'passion', 'finally', 'murder', 'bring', 'face', 'face', 'dark', 'force']"
18782912,"['phaet', 'theta', 'live', 'life', 'colony', 'moon', 'barely', 'speak', 'father', 'die', 'accident', 'year', 'ago', 'cultivate', 'plant', 'greenhouse', 'let', 'good', 'friend', 'talk', 'stay', 'government', 'radar', ' ', 'mother', 'arrest', ' ', 'way', 'sa', 'phaet', 'theta', 'live', 'life', 'colony', 'moon', 'barely', 'speak', 'father', 'die', 'accident', 'year', 'ago', 'cultivate', 'plant', 'greenhouse', 'let', 'good', 'friend', 'talk', 'stay', 'government', 'radar', ' ', 'mother', 'arrest', ' ', 'way', 'save', 'young', 'sibling', 'degrade', 'shelter', 'enlist', 'militia', 'faceless', 'army', 'police', 'lunar', 'basis', 'protect', 'attack', 'desperate', 'earth', 'dweller', 'training', 'brutal', 'phaet', 'form', 'uneasy', 'meaningful', 'alliance', 'preternaturally', 'accomplish', 'wes', 'fellow', 'outsider', ' ', 'rank', 'high', 'save', 'sibling', 'free', 'mom', '\xa0', 'plan', 'phaet', 'logically', 'order', 'world', 'begin', 'crumble', ' ', 'suspenseful', 'intelligent', 'hauntingly', 'prescient', '  ', 'stand', 'shoulder', 'great', 'tale', 'future', 'tell', 'story', 'relevant', 'today']"
36448554,"['finn', 'layla', 'young', 'love', 'vacation', 'drive', 'highway', 'finn', 'decide', 'stop', 'service', 'station', 'use', 'restroom', 'hop', 'car', 'lock', 'door', 'go', 'inside', 'return', 'layla', 'go', 'see', 'story', 'finn', 'tell', 'police', 'story', 'year', 'later', 'finn', 'e', 'finn', 'layla', 'young', 'love', 'vacation', 'drive', 'highway', 'finn', 'decide', 'stop', 'service', 'station', 'use', 'restroom', 'hop', 'car', 'lock', 'door', 'go', 'inside', 'return', 'layla', 'go', 'see', 'story', 'finn', 'tell', 'police', 'story', 'year', 'later', 'finn', 'engage', 'layla', 'sister', 'ellen', 'share', 'grief', 'happen', 'layla', 'draw', 'close', 'intend', 'remain', 'ellen', 'finn', 'fully', 'understand', 'heart', 'want', 'believe', 'sixth', 'sense', 'tell', 'trust', 'long', 'ellen', 'marry', 'finn', 'get', 'phone', 'past', 'see', 'layla', 'hide', 'plain', 'sight', 'odd', 'occurrence', 'long', 'lose', 'item', 'layla', 'past', 'turn', 'finn', 'ellen', 'house', 'email', 'stranger', 'know', 'secret', 'message', 'clue', 'warning', 'layla', 'alive', 'finn', 'trail', 'want', 'know', 'tour', 'de', 'force', 'psychological', 'suspense', 'bring', 'question', 'stunning', 'climax']"
22050353,"['astonishing', 'unclassifiable', 'book', 'shocking', 'man', 'tie', 'era', 'place', 'advance', 'step', 'step', 'limonov', 'want', 'want', 'feel', 'like', 'living', 'respect', 'value', '\u200b\u200band', 'context', 'matter', 'hooligan', 'poet', 'vagabond', 'butler', 'mercenary', 'criminal', 'ine', 'astonishing', 'unclassifiable', 'book', 'shocking', 'man', 'tie', 'era', 'place', 'advance', 'step', 'step', 'limonov', 'want', 'want', 'feel', 'like', 'living', 'respect', 'value', '\u200b\u200band', 'context', 'matter', 'hooligan', 'poet', 'vagabond', 'butler', 'mercenary', 'criminal', 'inextricable', 'war', 'balkans', 'leader', 'national', 'bolshevik', 'party', 'post', 'communist', 'russia', 'prisoner', 'saratov', 'lefortovo', 'hero', 'shadow', 'monotony', 'day', 'simple', 'pleasure', 'everyday', 'life', 'kill', 'disease', 'fictional', 'character', 'limonov', 'dream', 'want', 'noise', 'blind', 'light', 'frenzy', 'carrère', 'offer', 'black', 'white', 'take', 'limonov', 'book', 'know', 'arrive', 'yasmina', 'reza']"
13552499,"['primordial', 'world', 'long', 'lose', 'depth', 'void', 'memory', 'preserve', 'ancient', 'legend', 'epoch', 'follow', 'era', 'great', 'empire', 'arise', 'collapse', 'achievement', 'alchemy', 'possible', 'fly', 'void', 'connect', 'people', 'settle', 'universe', 'overcome', 'eternal', 'desire', 'power', 'profit', 'desert', 'zagrata', 'discover', 'n', 'primordial', 'world', 'long', 'lose', 'depth', 'void', 'memory', 'preserve', 'ancient', 'legend', 'epoch', 'follow', 'era', 'great', 'empire', 'arise', 'collapse', 'achievement', 'alchemy', 'possible', 'fly', 'void', 'connect', 'people', 'settle', 'universe', 'overcome', 'eternal', 'desire', 'power', 'profit', 'desert', 'zagrata', 'discover', 'countless', 'reserve', 'nefa', 'planet', 'plunge', 'bloody', 'abyss', 'rebellion', 'civil', 'war', 'epicenter', 'mad', 'whirlwind', 'interstellar', 'wanderer', 'pompilio', 'cesare', 'faha', 'der', 'dagen', 'tur', 'adigen', 'family', 'gift', 'commander', 'astrological', 'fleet', 'bambadao']"
42595826,"['finally', 'wedding', 'manage', 'escape', 'parent', 'sign', 'misd', 'yay', 'get', 'assign', 'permanent', 'team', 'chi', 'vee', 'maksohm', 'double', 'yay', ""toh'sellor"", 'steal', '   ', 'yeah', 'go', 'fun', '   ', 'fact', 'anti', 'fun', '   ', 'oh', 'monkey', 'poor', 'chi']"
747060,"['pearl', 'great', 'price', 'contain', 'selection', 'revelation', 'translation', 'narration', 'joseph', 'smith', 'prophet', 'seer', 'revelator', 'church', 'jesus', 'christ', 'day', 'saint', 'pearl', 'great', 'price', 'chapter', 'include', 'book', 'moses', 'book', 'abraham', 'joseph', 'smith', 'matthew', 'history', 'articles', 'faith', 'book', 'rea', 'pearl', 'great', 'price', 'contain', 'selection', 'revelation', 'translation', 'narration', 'joseph', 'smith', 'prophet', 'seer', 'revelator', 'church', 'jesus', 'christ', 'day', 'saint', 'pearl', 'great', 'price', 'chapter', 'include', 'book', 'moses', 'book', 'abraham', 'joseph', 'smith', 'matthew', 'history', 'articles', 'faith', 'book', 'read', 'mormon', 'faith', 'study', 'mormon', 'religious', 'history']"
8892690,"['story', 'heidelberg', 'town', 'capital', 'honor', 'corrupt', 'mark', 'twain', 'know', 'second', 'story', 'boy', 'chase', 'father', 'globe', 'revenge', 'mark', 'twain', 'know']"
26167891,"['business', 'run', 'woman', 'impossible', 'exactly', 'emma', 'fairbourne', 'plan', 'father', 'death', 'despite', 'know', 'risky', 'willing', 'hire', 'handsome', 'charming', 'man', 'serve', 'cover', 'legacy', 'fairbourne', 'auction', 'house', 'alive', 'patriarch', 'maurice', 'fairbourne', 'business', 'run', 'woman', 'impossible', 'exactly', 'emma', 'fairbourne', 'plan', 'father', 'death', 'despite', 'know', 'risky', 'willing', 'hire', 'handsome', 'charming', 'man', 'serve', 'cover', 'legacy', 'fairbourne', 'auction', 'house', 'alive', 'patriarch', 'maurice', 'fairbourne', 'unknown', 'partner', 'darius', 'earl', 'southwaite', 'darius', 'man', 'get', 'want', 'interest', 'run', 'auction', 'house', 'suspect', 'embroil', 'scandal', 'ruin', 'reputation', 'count', 'emma', 'iron', 'directness', 'exasperating', 'sensual', 'darius', 'decide', 'try', 'new', 'approach', 'surrender', 'provide', 'immense', 'pleasure', 'series', 'rarest', 'flowers', 'madeline', 'hunter', 'enchant', 'saga', 'fairbourne', 'family']"
40807852,"['novel', 'ambassador', 'write', 'lorena', 'a.', 'hickok', 'base', 'real', 'life', 'helen', 'keller', 'autobiography', 'story', 'life', 'page', 'book', 'helen', 'keller', 'life', 'countless', 'effort', 'overcome', 'difficulty', 'rise', 'noble', 'image', 'tutor', 'anne', 'sullivan', 'vividly', 'recreate']"
865124,"['volume', 'à', 'la', 'recherche', 'du', 'temps', 'perdu', 'remembrance', 'things', 'past', 'proust', 'series', 'novel', 'french', 'language', 'edition']"
49856452,"['book', 'book', 'world', 'world', 'adventure', 'fantasy', 'mystery', 'action', 'secret', 'book', 'create', 'reader', 'love', 'book', 'mystery', 'secret', 'reader', 'fall', 'love', 'book', 'read', 'world', 'book', 'create', 'suspense', 'mystery', 'reader', 'reader', 'curiosity', 'increase', ' ', 'book', 'book', 'world', 'world', 'adventure', 'fantasy', 'mystery', 'action', 'secret', 'book', 'create', 'reader', 'love', 'book', 'mystery', 'secret', 'reader', 'fall', 'love', 'book', 'read', 'world', 'book', 'create', 'suspense', 'mystery', 'reader', 'reader', 'curiosity', 'increase', 'read', 'line', 'hope', 'love', 'book', 'enjoy']"
19064765,"['abrivard', 'marshal', 'makuran', 'give', 'impossible', 'task', 'king', 'destroy', 'mighty', 'empire', 'videssos', 'ponder', 'obey', 'videssos', 'legion', 'march', 'attack', 'makuran', 'abrivard', 'find', 'fight', 'defensive', 'war', 'put', 'great', 'battle', 'skill', 'task', 'drive', 'invader', 'home', 'land', 'thousand', 'cities', 'abrivard', 'marshal', 'makuran', 'give', 'impossible', 'task', 'king', 'destroy', 'mighty', 'empire', 'videssos', 'ponder', 'obey', 'videssos', 'legion', 'march', 'attack', 'makuran', 'abrivard', 'find', 'fight', 'defensive', 'war', 'put', 'great', 'battle', 'skill', 'task', 'drive', 'invader', 'home', 'land', 'thousand', 'cities', 'strike', 'invader', 'realize', 'force', 'arm', 'carry', 'day', 'videssos', 'powerful', 'sorcerer', 'stuff', 'legend', 'strong', 'sword', 'stand', 'potent', 'battle', 'spell', 'strike', 'mighty', 'warrior', 'dead', 'mile', 'away']"
10908487,"['body', 'soul', 'unite', 'body', 'soul', 'chiwa', 'hokuto', 'finally', 'couple', 'true', 'sense', 'word', 'chiwa', 'contact', 'hokuto', 'father', 'attempt', 'help', 'succeed', 'career', 'result', 'begin', 'doubt', 'path', 'take', 'chiwa', 'visit', 'hometown', 'find', 'truth', 'death', 'mother', 'marriage', 'end', '6th', 'volume', 'super', 'popular', 'series', 'answer', 'question', 'couple']"
33369920,['nan']
23197553,"['charlie', 'finn', 'grow', 'fast', 'live', 'age', 'sixteen', 'highly', 'intelligent', 'earn', 'life', 'change', 'scholarship', 'harvard', 'learn', 'survive', 'thrive', 'outskirt', 'privileged', 'society', 'skill', 'serve', 'cutthroat', 'business', 'world', ' ', 'charlie', 'finn', 'grow', 'fast', 'live', 'age', 'sixteen', 'highly', 'intelligent', 'earn', 'life', 'change', 'scholarship', 'harvard', 'learn', 'survive', 'thrive', 'outskirt', 'privileged', 'society', 'skill', 'serve', 'cutthroat', 'business', 'world', 'lucrative', 'dangerous', 'venture', 'operate', 'coast', 'miami', 'charlie', 'try', 'separate', 'relationship', 'work', 'choice', 'produce', 'devastating', 'consequence', 'set', 'right', 'wrong', 'travel', 'central', 'america', 'meet', 'pay', 'action', 'include', 'woman', 'young', 'daughter', 'fate', 'encounter', 'present', 'charlie', 'way', 'seek', 'redemption', 'think', 'impossible', 'free', 'heart', 'love', 'woman', 'know']"
1658265,"['troubled', 'artist', 'rachel', 'kelly', 'die', 'paint', 'obsessively', 'attic', 'studio', 'penzance', 'saintly', 'husband', 'adult', 'child', 'usual', 'mess', 'clear', 'leave', 'extraordinary', 'acclaimed', 'body', 'work', 'leave', 'legacy', 'secret', 'emotional', 'damage', 'month', 'unravel']"
348468,"['pseudo', 'autobiography', 'subject', 'memoir', 'vanish', 'trace', 'separate', 'thread', 'typographically', 'stylistically', 'distinct', 'private', 'investigator', 'try', 'discover', 'artist', 'fate', 'false', 'trail', 'family', 'daily', 'life', 'reenactment', 'imaginary', 'sunday', 'comic', 'strip', 'narrative', 'thread', 'intersect', 'collide', ' ', 'pseudo', 'autobiography', 'subject', 'memoir', 'vanish', 'trace', 'separate', 'thread', 'typographically', 'stylistically', 'distinct', 'private', 'investigator', 'try', 'discover', 'artist', 'fate', 'false', 'trail', 'family', 'daily', 'life', 'reenactment', 'imaginary', 'sunday', 'comic', 'strip', 'narrative', 'thread', 'intersect', 'collide', 'surprising', 'way', 'reader', 'carry', 'fantastic', 'journey', 'life', 'artist', ' ', 'master', 'comic_strip', 'artist', 'eddie', 'campbell', 'offer', 'complex', 'caustic', 'surprising', 'meditation', 'balance', 'lonely', 'life', 'artist', 'demand', 'everyday', 'life']"
17924987,"['senior', 'year', 'jamie', 'peterson', 'big', 'problem', 'college', 'set', 'prom', ""he'll"", 'find', 'date', 'bad', 'problem', 'fall', 'good', 'friend', 'jamie', 'try', 'wrap', 'know', 'affection', 'lie', 'giggle', 'girl', 'art', 'class', 'determine', 'senior', 'year', 'jamie', 'peterson', 'big', 'problem', 'college', 'set', 'prom', ""he'll"", 'find', 'date', 'bad', 'problem', 'fall', 'good', 'friend', 'jamie', 'try', 'wrap', 'know', 'affection', 'lie', 'giggle', 'girl', 'art', 'class', 'determined', 'help', 'jamie', 'mason', 'jamie', 'sure', 'want', 'jamie', 'like', 'come', 'clean', 'mason', 'truth', 'ruin', 'road', 'trip', 'taco', 'dinner', 'movie', 'night', 'dare', 'risk', 'childhood', 'friendship', 'romance', 'book', 'happen', 'picture', 'reveal', 'art', 'true', 'life', 'fall', 'love', 'easy', '  ', 'explore', 'joy', 'pain', 'friendship', 'press', 'boundary', 'face', 'bad', 'fear', 'lead', 'want']"
