"book_id","book_title","nb_of_pages","book_description","settings","isbn","isbn13","original_title","review_count","one_star_rating","two_star_rating","three_star_rating","four_star_rating","five_star_rating"
"11759990","Seth and Chloe","389","Unique and distinct in setting and style, Lunara takes the reader on a space adventure set in our solar system. This full length novel (388 print pages) is a mix of action adventure and space opera.  Earth is dead, destroyed by a barrage of meteors. What was left of the population has escaped to Mars and colonized it as humanities new home. Lunara, a small colony on Earth's  Unique and distinct in setting and style, Lunara takes the reader on a space adventure set in our solar system. This full length novel (388 print pages) is a mix of action adventure and space opera.  Earth is dead, destroyed by a barrage of meteors. What was left of the population has escaped to Mars and colonized it as humanities new home. Lunara, a small colony on Earth's moon, is charged with catching and mining meteors for desperately needed minerals. But the deep-seated human thirst for domination is not easily defeated, nor is the capacity for deceit and betrayal. All it needs is a powerful catalyst, a prize valuable enough to risk plunging mankind into another destructive war.  Parker McCloud and his friends, Seth and Chloe, are caught up in a violent series of events when Lunara is invaded. On Mars, Parker, Seth, Chloe, and the crew of the Protector attempt to sort out who is responsible, where the tide of suspicion swings back and forth between Aethpis and Zephyria.  In the end, we see barbarism by the leaders of Mars, great courage by the crew of the Protector, and immense valor by the military on Lunara in adventure one in an exciting new series. Lunara Series Books Original Trilogy: Lunara: Seth and Chloe Lunara: Gwen and Eamonn Lunara: Parker and the Protector ","","","","Seth and Chloe","40","21","37","77","89","62"
"6601279","Paradox","316","Archaeologist Annja Creed reluctantly accepts an assignment on behalf of a covert arm of the U.S. Government. She is to lead an expedition to the top of Mount Ararat to find the truth about what is thought to be the remains of Noah's Ark. But while she doubts the massive anomaly is really the Ark, she can't help but wonder what is up there. Annja must escort a group of mil Archaeologist Annja Creed reluctantly accepts an assignment on behalf of a covert arm of the U.S. Government. She is to lead an expedition to the top of Mount Ararat to find the truth about what is thought to be the remains of Noah's Ark. But while she doubts the massive anomaly is really the Ark, she can't help but wonder what is up there. Annja must escort a group of militant fundamentalists through civil unrest in eastern Turkey, but the impending war is nothing compared to the danger that lies hidden within the team. With lives at stake, Annja has no choice but to protect the innocent...and get them out of there alive. Legend says the Ark once saved mankind, but this time it could kill them all.","","373621396","9780373621392","Paradox","13","4","30","122","119","101"
"511261","Aunt Dimity's Christmas","214","Lori can hardly wait for Christmas this year: lean times are over, the cottage Aunt Dimity willed her is more beautiful than ever, her nine-month-old twins, Will and Rob, are thriving, and she and Lori can hardly wait for Christmas this year: lean times are over, the cottage Aunt Dimity willed her is more beautiful than ever, her nine-month-old twins, Will and Rob, are thriving, and she and husband Bill have never been happier. Determined to make this Christmas the best ever, Lori embarks on a round of shopping, holly-cutting, angel-cookie making, and more. When fat snow flakes begin drifting down outside of the window, Lori feels all her holiday wishes are about to come true. But the next day, beneath the lilac bushes now covered by freshly fallen snow, Lori makes a disturbing discovery: the body of a mysterious stranger--a tramp--barely alive. While the nearby village of Finch continues with its seasonal preparations, including rehearsals for the Christmas Eve Nativity play, Lori puts her plans on hold and teams up with Julian Bright--a devilishly attractive Roman Catholic priest--to search out the stranger's identity. Their journey takes them from abandoned World War II airfields to homeless shelters, places where the Christmas star shines dimly, if at all. As Lori unveils the tragic secret that led the stranger to her door, she confronts painful truths about herself and discovers the real meaning of a perfect family Christmas.","","140296301","9780140296303","Aunt Dimity's Christmas","235","20","107","776","1314","1093"
"133526","Blueberries for Sal","56","What happens when Sal and her mother meet a mother bear and her cub? A beloved classic is born!  Sal and her mother a picking blueberries to can for the winter. But when Sal wanders to the other side of Blueberry Hill, she discovers a mama bear preparing for her own long winter.  Meanwhile Sal's mother is being followed by a sma What happens when Sal and her mother meet a mother bear and her cub? A beloved classic is born!  Sal and her mother a picking blueberries to can for the winter. But when Sal wanders to the other side of Blueberry Hill, she discovers a mama bear preparing for her own long winter.  Meanwhile Sal's mother is being followed by a small bear with a big appetite for berries! Will each mother go home with the right little one? With its expressive line drawings and charming story,   has won readers' hearts since its first publication in 1948.","Maine(United States)","670175919","9780670175918","Blueberries for Sal","1345","1055","2699","11568","18181","33739"
"107786","Guardian Angel","375","An alternate cover edition can be found   flew across the seas, carrying the pirate Pagan -- despised by the   whose riches he plundered, and beloved by the poor, whose plight was eased by his gifts.  The Marquess of Cainewood vows to hunt down the pirate wretch in revenge for his brother's death. But when Jade, an enchanting vision of rippling red hair and An alternate cover edition can be found   flew across the seas, carrying the pirate Pagan -- despised by the   whose riches he plundered, and beloved by the poor, whose plight was eased by his gifts.  The Marquess of Cainewood vows to hunt down the pirate wretch in revenge for his brother's death. But when Jade, an enchanting vision of rippling red hair and eyes of jewel-green, appears at his door to beg desperately for his protection, the Marquess agrees to keep her safe from the villains who want her dead. Jade is infuriating, exasperating, and gorgeous; Caine is noble, strong-willed, and powerful. No woman has ever befuddled him so, nor so deeply aroused his desire. But as Jade answers his knowing caresses with an innocent, wild abandon, they are drawn into a web of treachery that will test the very heart of their love!","London, England,1815","671670069","9780671670061","Guardian Angel","386","121","446","2445","4463","5684"
"20414012","Valentine Blunders","24","Ava Mathias, young, Amish, and beautiful – and newly married to Ezekiel (Zeke) Mathias – finds herself in several dilemmas. First she must prove to the church elder, which happens to be Zeke's uncle, that she is still Amish at heart. Then she is at loss as to what to do to celebrate her fourth-month wedding anniversary.  John Troyer, the youngest of Ava's three older brothe Ava Mathias, young, Amish, and beautiful – and newly married to Ezekiel (Zeke) Mathias – finds herself in several dilemmas. First she must prove to the church elder, which happens to be Zeke's uncle, that she is still Amish at heart. Then she is at loss as to what to do to celebrate her fourth-month wedding anniversary.  John Troyer, the youngest of Ava's three older brothers, takes Zeke's cousin, Helen, out for dinner where then Helen asks the wrong question.  Ava's wayward brother, Abe, finds himself in serious trouble with his on-again, off-again girlfriend, Bliss.  Isaac Troyer, Ava's oldest brother has had enough and leaves town while their Aunt Rachael sees a ghost from her past.","","","","","0","0","0","1","1","4"
"225594","Rising Moon","352","Denizens of The Big Easy know its steamy nights can hide any number of sins and secrets. Private-eye Anne Lockhart is counting on it. Her life has been in a holding pattern ever since her sister Katie disappeared without a trace…but when a clue leads Anne to a jazz club in the French Quarter, everything changes. Rising Moon's proprietor, John Rodolfo, is mysterious in his  Denizens of The Big Easy know its steamy nights can hide any number of sins and secrets. Private-eye Anne Lockhart is counting on it. Her life has been in a holding pattern ever since her sister Katie disappeared without a trace…but when a clue leads Anne to a jazz club in the French Quarter, everything changes. Rising Moon's proprietor, John Rodolfo, is mysterious in his own right, a gifted musician who reaches deep into Anne's soul and whose mere presence taps into desires she can't afford to indulge... By going undercover at the Rising Moon, Anne can get close to people who know what goes on after dark--people like John, whose nocturnal disappearances are more than a little suspicious. But unlocking John's secrets is harder than Anne had anticipated. What's far too easy is surrendering to him. And now someone--or something--is stalking the innocent and the guilty, and waiting for Anne's next move...","New Orleans, Louisiana(United States)","312938500","9780312938505","Rising Moon (Nightcreature, #6)","46","2","51","278","422","428"
"22521471","Red Moon Secrets","226","  Alyssa is no longer seeing the gray area - she's living in it. A destiny she never considered is consuming her. Everything ends, and it ends now - no matter what the outcome.","","","","","140","16","38","226","551","1684"
"9459330","Empire Of The Clouds: When Britain's Aircraft Ruled The World","","In 1945, Britain was the world's leading designer and builder of aircraft - a world-class achievement that was not mere rhetoric. And what aircraft they were. The sleek Comet, the first jet airliner. The awesome delta-winged Vulcan, an intercontinental bomber that could be thrown about the sky like a fighter. The Hawker Hunter, the most beautiful fighter-jet ever built and In 1945, Britain was the world's leading designer and builder of aircraft - a world-class achievement that was not mere rhetoric. And what aircraft they were. The sleek Comet, the first jet airliner. The awesome delta-winged Vulcan, an intercontinental bomber that could be thrown about the sky like a fighter. The Hawker Hunter, the most beautiful fighter-jet ever built and the Lightning, which could zoom ten miles above the clouds in a couple of minutes and whose pilots rated flying it as better than sex. How did Britain so lose the plot that today there is not a single aircraft manufacturer of any significance in the country? And what was it like to be alive in that marvellous post-war moment when innovative new British aircraft made their debut, and pilots were the rock stars of the age?  James Hamilton-Paterson captures that season of glory in a compelling book that fuses his own memories of being a schoolboy plane spotter with a ruefully realistic history of British decline - its loss of self confidence and power. It is the story of great and charismatic machines and the men who flew them: heroes such as Bill Waterton, Neville Duke, John Derry and Bill Beaumont who took inconceivable risks, so that we could fly without a second thought.","","571272185","9780571272181","","36","2","7","56","129","163"
"15810152","Bled & Breakfast","336","  Right after their wedding in Las Vegas, Sarah and Thierry get their next assignment   Right after their wedding in Las Vegas, Sarah and Thierry get their next assignment: Three vampires have gone missing in Salem, Massachusetts, and they need to find out why. Their contact in Salem turns out to be a local lothario with a penchant for witches, but before he can help them, he suddenly goes up in smoke—leaving behind nothing but a stain on the ground and a seemingly impossible mystery.  Did a witchy ex-mistress cast a deadly spell, or is there something even more sinister happening to the vampires of Salem? Getting to the truth may require raising the undead, with a little help from the owners of a vampire-friendly bed and breakfast. But uncovering Salem's darkest secrets may drag some of Thierry's own past into the light.","","451239962","9780451239969","Bled & Breakfast","60","4","17","108","224","171"
"15725485","Fall of Night","402","The sequel to 'Dead of Night', bringing back beloved characters Desdemona Fox and Billy Trout as they race against time to quarantine a zombie epidemic while caught in a military strike. Stebbins Little School is full of bodies. It's unthinkable to Desdemona Fox. Children are sobbing as panicked teachers and neighbors beat down their family members outside of the school - o The sequel to 'Dead of Night', bringing back beloved characters Desdemona Fox and Billy Trout as they race against time to quarantine a zombie epidemic while caught in a military strike. Stebbins Little School is full of bodies. It's unthinkable to Desdemona Fox. Children are sobbing as panicked teachers and neighbors beat down their family members outside of the school - or the things that used to be their family members. Parents don't eat their children do they?  Officers Fox and Hammond, along with journalist Billy Trout, are calling it the beginning of the end. This is the zombie apocalypse. An insane escaped serial killer is infecting Stebbins County with a deadly virus, and now the whole world is watching while Fox, Trout, and the remaining inhabitants of Stebbins fight for their lives against - what? The undead? The President and the National Guard are ready to nuke Stebbins, PA off the map and cut their losses. But the infection is spreading and fast. Worse, the scientist who created the virus is missing. It's a numbers game as the body count rises; Fox has to contain the infected and evacuate the living before it's too late, and the clock is ticking. Fall of Night, Maberry's nail-biting sequel to 'Dead of Night', picks up where the first novel left off - on a wild goose chase for a madman and the missing scientist who gave him new "un"-life. Chilling, gory, and hair-raisingly scary, Maberry fans won't be able to read this fast-paced thriller with the lights off. ©2014 Jonathan Maberry (P)2014 Macmillan Audio","","1250034949","9781250034946","Fall of Night","177","13","47","288","633","742"
"1710618","The Museum Called Canada: 25 Rooms of Wonder","736","Hold our history in your hands, with a spectacular virtual museum that is at once a sweeping exploration of Canadian history and culture, an indispensable reference guide and a remarkable treasury of information. Welcome to a museum so vast and full of wonder that it could only be called Canada. Each of  's 25 rooms houses carefully chosen exhibits th Hold our history in your hands, with a spectacular virtual museum that is at once a sweeping exploration of Canadian history and culture, an indispensable reference guide and a remarkable treasury of information. Welcome to a museum so vast and full of wonder that it could only be called Canada. Each of  's 25 rooms houses carefully chosen exhibits that illuminate a significant historical theme. This majestic collection brings together high art and popular culture, science and nature, rare objects and whimsical ephemera. Here you will see the empty eye sockets of Tyrannosaurus Rex and be able to examine intricate and ethereal wood-carved angels built for Quebec's Rideau Chapel. Exhibits span the breadth of our nation, from the Yuquot Whaler's Shrine of Vancouver Island's Nootka to an anti-Confederation poster from the controversially soon-to-be-province Newfoundland. Your guide to the collection is historian and author Charlotte Gray. For each room in the museum, Gray has written a short essay that delves into the world of a particularly evocative artifact and its importance in the context of the room's theme and time period.  — with its expansive vision, its surprising juxtapositions, its visual feasts and intellectual explorations — is a beautiful and inspiring place that you will want to visit again and again.","","067931220X","9780679312208","The Museum Called Canada: 25 Rooms of Wonder","5","0","3","8","22","20"
"521224","Lay Her Among the Lilies","","It was odd that a healthy young heiress like Janet Crosby should die of heart failure. Odder still that on the day she died she sent a note and $500 to Vic Malloy, private investigator, asking him to trace the person who was blackmailing her sister. Intrigued by the note, Malloy tried to see Maureen Crosby but only got as far as her nurse - a curvaceous blonde with an engag It was odd that a healthy young heiress like Janet Crosby should die of heart failure. Odder still that on the day she died she sent a note and $500 to Vic Malloy, private investigator, asking him to trace the person who was blackmailing her sister. Intrigued by the note, Malloy tried to see Maureen Crosby but only got as far as her nurse - a curvaceous blonde with an engaging bedside manner. Next he tried to see Janet's personal maid, but found that somebody else had reached her first and made sure she wouldn't talk to anyone - ever again... Unless he dropped the case Malloy knew he would almost certainly become the killer's next victim ; but when the blonde nurse disappeared and a hired gunman tried to shoot him, it seemed he didn't have any choice left...","","373001355","9780373001354","Lay Her Among the Lilies","19","6","15","110","140","59"
"81977","What Has Government Done to Our Money? and The Case for the 100 Percent Gold Dollar","191","The Mises Institute is pleased to present this very beautiful hardbound edition of Rothbard's most famous monetary essay--the one that has influenced two generations of economists, investors, and business professionals. The Mises Institute has united this book with its natural complement: a detailed reform proposal for a 100 percent gold dollar.  The Mises Institute is pleased to present this very beautiful hardbound edition of Rothbard's most famous monetary essay--the one that has influenced two generations of economists, investors, and business professionals. The Mises Institute has united this book with its natural complement: a detailed reform proposal for a 100 percent gold dollar.   was written a decade before the last vestiges of the gold standard were abolished. His unique plan for making the dollar sound again still holds up. Some people have said: Rothbard tells us what is wrong with money but not what to do about it. Well, by adding this essay, the problem and the answer are united in a comprehensive whole. After presenting the basics of money and banking theory, he traces the decline of the dollar from the 18th century to the present, and provides lucid critiques of central banking, New Deal monetary policy, Nixonian fiat money, and fixed exchange rates. He also provides a blueprint for a return to a 100 percent reserve gold standard. The book made huge theoretical advances. He was the first to prove that the government, and only the government, can destroy money on a mass scale, and he showed exactly how they go about this dirty deed. But just as importantly, it is beautifully written. He tells a thrilling story because he loves the subject so much. The passion that Murray feels for the topic comes through in the prose and transfers to the reader. Readers become excited about the subject, and tell others. Students tell professors. Some, like the great Ron Paul of Texas, have even run for political office after having read it. Rothbard shows precisely how banks create money out of thin air and how the central bank, backed by government power, allows them to get away with it. He shows how exchange rates and interest rates would work in a true free market. When it comes to describing the end of the gold standard, he is not content to describe the big trends. He names names and ferrets out all the interest groups involved. Since Rothbard's death, scholars have worked to assess his legacy, and many of them agree that this little book is one of his most important. Though it has sometimes been inauspiciously packaged and is surprisingly short, its argument took huge strides toward explaining that it is impossible to understand public affairs in our time without understanding money and its destruction.","","945466447","9780945466444","What Has Government Done to Our Money?","140","51","83","323","819","1292"
"7315153","Pray for Silence","304","The Plank family moved from Lancaster, Pennsylvania, to join the small Amish community of Painters Mill less than a year ago and seemed the model of the Plain Life—until on a cold October night, the entire family of seven was found slaughtered on their farm. Police Chief Kate Burkholder and her small force have few clues, no motive, and no suspect. Formerly Amish herself,  The Plank family moved from Lancaster, Pennsylvania, to join the small Amish community of Painters Mill less than a year ago and seemed the model of the Plain Life—until on a cold October night, the entire family of seven was found slaughtered on their farm. Police Chief Kate Burkholder and her small force have few clues, no motive, and no suspect. Formerly Amish herself, Kate is no stranger to the secrets the Amish keep from the English—and each other—but this crime is horribly out of the ordinary. State agent John Tomasetti arrives on the scene to assist. He and Kate worked together on a previous case during which they began a volatile relationship. They soon realize the disturbing details of this case will test their emotional limits and force them to face demons from their own troubled pasts—and for Kate, a personal connection that is particularly hard to bear. When she discovers a diary that belonged to one of the teenaged daughters, Kate is shocked to learn the girl kept some very dark secrets and may have been living a lurid double life. Who is the charismatic stranger who stole the young Amish girl's heart? Could the brother—a man with a violent past, rejected and shunned by his family and the Amish community, have come to seek out revenge? As Kate's outrage grows so does her resolve to find the killer and bring him to justice—even if it means putting herself in the line of fire.","","312374984","9780312374983","Pray for Silence","1733","151","601","3760","7745","5258"
"568073","Found: God's Will","64","Over 250,000 in print!  GET READY FOR A SURPRISE!  You may want to jump and shout when you read the sixth principle for knowing when you have found God's will.  The sixth principle is "Do whatever you want" as long as the first five principles are operating in your life.  Read about all six principles to better understand what the psalmist means when he urges, "Delight thyself Over 250,000 in print!  GET READY FOR A SURPRISE!  You may want to jump and shout when you read the sixth principle for knowing when you have found God's will.  The sixth principle is "Do whatever you want" as long as the first five principles are operating in your life.  Read about all six principles to better understand what the psalmist means when he urges, "Delight thyself also in the Lord; and He shall give thee the desires of thine heart" (Psalm 37:4).  The MacArthur Study Series is designed to help Christians better understand and apply the Bible by better understanding some of its key truths and doctrines.","","156476740X","9781564767400","Found: God's Will","147","24","36","240","565","999"
"15991959","Wednesdays in the Tower","240","A castle that is constantly rearranging itself, and a young royal family sworn to protect it... Celie, Rolf, and their beloved Castle Glower are back in this exciting sequel.  When her brother Rolf dares her to catch magical Castle Glower creating a new room, Princess Celie takes the challenge! No one knows the Castle better than she does. But as usual, the Castle has ideas A castle that is constantly rearranging itself, and a young royal family sworn to protect it... Celie, Rolf, and their beloved Castle Glower are back in this exciting sequel.  When her brother Rolf dares her to catch magical Castle Glower creating a new room, Princess Celie takes the challenge! No one knows the Castle better than she does. But as usual, the Castle has ideas of its own.Celie finds the new room first, and inside it is hidden a giant egg. It looks like The Castle wants Celie to care for the egg and whatever creature it hatches! Celie hadn't bargained for a pet, and caring for this one will prove to be especially tricky, once Celie and her siblings realize what else the Castle is hiding....","","1599906457","9781599906454","Wednesdays in the Tower","801","52","180","1373","2584","2388"
"18685032","Das Geheimnis des Feuers","417","Diana is plagued by terrible nightmares. People who are on fire. Again and again someone is threatening to burn or she herself is in the sea of ​​flames. These dreams fill her with fear. There is no way to escape them. But something else is bothering Diana. What does Adrian want to show her? Is some kind of test awaiting her? And will she be able to pass it? Taran, Adrian and Jason's ominous half-brother, is also a mystery to her. He is making himself more and more at home in the House of Dragons and later even goes to Diana's school. Will Taran be able to overcome his hatred of people and develop real feelings for Janina? Diana does not believe so, but her best friend sees things very differently.","","","","","7","0","0","1","5","5"
"723621","Marking Time","405","The wonderful sequel to The Light Years returns readers to Britain in September, 1939, as war breaks out. Sheltered Louise, now 16, goes from cooking school to London parties. For 14-year-old Polly, the terrors of war cannot forestall the pangs of adolescence. And though Clary's father has been reported missing since Dunkirk, she holds to the belief that he's alive.","England United Kingdom","671527940","9780671527945","Marking Time","371","17","76","728","2215","1686"
"15700338","Mirage","368","The desert is no place for ocean-dwelling Kampii like Aluna and Hoku, especially now that Aluna has secretly started growing her tail. But the maniacal Karl Strand is out to conquer the Above World, and the horselike Equians are next on The desert is no place for ocean-dwelling Kampii like Aluna and Hoku, especially now that Aluna has secretly started growing her tail. But the maniacal Karl Strand is out to conquer the Above World, and the horselike Equians are next on his list. Aluna, Hoku, and their friends — winged Calli and Equian exile Dash — race to the desert city of Mirage, intent on warning the Equians. When they arrive, Strand's clone, Scorch, has gotten there first. Now the Equian leader has vowed to take all his people to war as part of Strand's army. Any herd that refuses to join him by the time of the desert-wide competition known as the Thunder Trials will be destroyed. To have any chance of defeating Scorch and convincing the Equians to switch sides, the four friends must find a way to win the Trials. The challenge seems impossible. But if they fail, the desert — and possibly all of the Above World — will be lost to Karl Strand forever. Here is the action-packed follow-up to Above World, which Kirkus Reviews called "a thrilling sci-fi adventure. Imaginative and riveting."","","763654183","9780763654184","Mirage","72","4","18","89","203","288"
"4479186","The Immortal Fire","528","After their near-fatal battle with Poseidon, Charlotte and Zee would love nothing more than to relax and forget all over again that the Greek gods are real. But with the world in peril and no one else to save it, that just isn't an option. Charlotte and Zee meet the Prometheans, an ancient brotherhood trying to protect mankind from the gods, who have finally found a weapon After their near-fatal battle with Poseidon, Charlotte and Zee would love nothing more than to relax and forget all over again that the Greek gods are real. But with the world in peril and no one else to save it, that just isn't an option. Charlotte and Zee meet the Prometheans, an ancient brotherhood trying to protect mankind from the gods, who have finally found a weapon capable of bringing Zeus to his knees. But using it will come at a great cost, one Charlotte and Zee are not willing to pay. They strike out on their own for Mount Olympus, with the Prometheans, an angry Chimera, and all sorts of mythological beings on their tail. . . .","","141690591X","9781416905912","The Immortal Fire (Cronus Chronicles, #3)","70","25","73","299","436","504"
"26204674","دنیای معرکه ی تام گیتس","256","Tom Gates is the master of excuses for late homework: dog attacks; spilt water; and, lightning. Tom's exercise book is full of his doodles, cartoons and thoughts, as well as comments from his long-suffering teacher, Mr Fullerton. After gaining five merits for his "Camping Sucks" holiday story, Tom's work starts to go downhill - which is a pity, as he's desperate to impress Tom Gates is the master of excuses for late homework: dog attacks; spilt water; and, lightning. Tom's exercise book is full of his doodles, cartoons and thoughts, as well as comments from his long-suffering teacher, Mr Fullerton. After gaining five merits for his "Camping Sucks" holiday story, Tom's work starts to go downhill - which is a pity, as he's desperate to impress Amy Porter, who sits next to him...","","","","The Brilliant World of Tom Gates","505","454","543","1301","2155","5405"
"138167","The Tower","134","The first edition of W. B. Yeats's   appeared in bookstores in London on Valentine's Day, 1928. His English publisher printed just 2,000 copies of this slender volume of twenty-one poems, priced at six shillings. The book was immediately embraced by book buyers and critics alike, and it quickly became a bestseller.   Subsequent versions of the volume made various ch The first edition of W. B. Yeats's   appeared in bookstores in London on Valentine's Day, 1928. His English publisher printed just 2,000 copies of this slender volume of twenty-one poems, priced at six shillings. The book was immediately embraced by book buyers and critics alike, and it quickly became a bestseller.   Subsequent versions of the volume made various changes throughout, but this Scribner facsimile edition reproduces exactly that seminal first edition as it reached its earliest audience in 1928, adding an introduction and notes by esteemed Yeats scholar Richard J. Finneran.   Written between 1912 and 1927, these poems ("Sailing to Byzantium," "Leda and the Swan," and "Among School Children" among them) are today considered some of the best and most famous in the entire Yeats canon. As Virginia Woolf declared in her unsigned review of this collection, "Mr. Yeats has never written more exactly and more passionately."","","743247280","9780743247283","The Tower","60","7","34","112","215","235"
"7796661","Twilight & Sunset","622","NaN","","61698903","9780061698903","","2","2","5","44","81","517"
"16192890","Hitler si societatile secrete","142","NaN","","","","","4","3","1","15","18","6"
"31662","Who Do You Think You Are?","206","A new book by Alice Munro is always a major event, providing striking proof that a book can be both extremely popular and of the very highest literary quality. It is significant that this superb collection of linked stories has been four years in the making, a reflection of the author's determination to select only polished work that is truly excellent.","","770517129","9780770517120","Who Do You Think You Are?","479","74","267","1059","1903","1469"
"646899","Незнайка на Луне","350",""Dunno on the Moon" is the final part of the trilogy about the little people from the fairy-tale town. The fascinating story of the interplanetary journey of the little people will not only amuse the young reader, but will also help him to broaden his horizons. In an entertaining form, the child easily learns basic information about astronomy, physics, psychology, and economics. And besides, having laughed with the author at human vices, he is once again convinced of the enduring value of such concepts as friendship, loyalty, honesty, and kindness, which always help the heroes out in difficult situations.","","524900511X","9785249005115","Незнайка на Луне","24","30","53","230","441","849"
"2038020","Tashi","64","In the first book of the much-adored Tashi series, children are introduced to Jack's extraordinary imaginary friend Tashi, a gnome-like character from a place far away. Brave Tashi tells adventurous tales of being sold to a warlord and escaping on a swan. This little hero has to be clever to outsmart giants, ghosts, demons, and witches that stand in his way. Young readers  In the first book of the much-adored Tashi series, children are introduced to Jack's extraordinary imaginary friend Tashi, a gnome-like character from a place far away. Brave Tashi tells adventurous tales of being sold to a warlord and escaping on a swan. This little hero has to be clever to outsmart giants, ghosts, demons, and witches that stand in his way. Young readers will be captivated by Tashi's tall tales of courage and daring.","","1741149657","9781741149654","Tashi","48","13","41","167","203","242"
"23837226","Wisdom From My Internet","132","You learn some amazing things on the internet. The War of 1812 was just a dispute over labor and hiring practices. Pico de Gallo was not a conquistadore. Hugo Chavez is not a line of clothing. There was no medieval siege engine called the Battering Lamb. Americans apparently like debt--they keep voting for more of it.  Join SF writer and satirist Michael Z. Williamson for a You learn some amazing things on the internet. The War of 1812 was just a dispute over labor and hiring practices. Pico de Gallo was not a conquistadore. Hugo Chavez is not a line of clothing. There was no medieval siege engine called the Battering Lamb. Americans apparently like debt--they keep voting for more of it.  Join SF writer and satirist Michael Z. Williamson for a collection of snark, comments, random typings and alcohol-fueled puns that is worth at least half the cover price.","","","","Wisdom From My Internet","10","11","6","7","11","15"
"27993250","A Horse Walks into a Bar","198","The setting is a comedy club in a small Israeli town. An audience that has come expecting an evening of amusement instead sees a comedian coming apart on stage, an act of disintegration, a man crumbling, as a matter of choice, before their eyes. They could get up and leave, or boo and whistle and drive him from the stage, if they were not so drawn to glimpse his personal h The setting is a comedy club in a small Israeli town. An audience that has come expecting an evening of amusement instead sees a comedian coming apart on stage, an act of disintegration, a man crumbling, as a matter of choice, before their eyes. They could get up and leave, or boo and whistle and drive him from the stage, if they were not so drawn to glimpse his personal hell. Dovale Gee, a veteran stand-up comic – charming, erratic, repellent – exposes a wound he has been living with for years – a fateful and gruesome choice he had to make between the two people who were dearest to him. is a shocking and breathtaking read. Betrayals between lovers, the treachery of friends, guilt demanding redress. On stage the comic is torn between his commitment to his audience and the debt he owes to himself. Flaying alive both himself and the people watching him, Dovale Gee provokes both revulsion and empathy from an audience that doesn't know whether to laugh or cry – and all this in the presence of a former childhood friend who is trying to understand why he's been summoned to this performance. David Grossman has reached yet another literary peak that is emotionally equal to his previous books and stunning, even outrageous, in its inventions and complexity.","","1910702935","9781910702932","סוס אחד × ×›× ×¡ לבר","1545","453","1249","3134","3700","2019"
"2254519","Hard Winter at Broken Arrow Crossing","227","A HORRIFIC BLIZZARD WAS ONLY THE START OF STUART BRANNON'S TROUBLES. For a man who didn't need another disaster, the fierce winter at Broken Arrow Crossing couldn't have come at a worse time. Stuart Brannon had just abandoned his Arizona ranch, sick with grief after losing his family and his cattle. That's when the vicious Colorado blizzard struck. Half frozen, Brannon stumb A HORRIFIC BLIZZARD WAS ONLY THE START OF STUART BRANNON'S TROUBLES. For a man who didn't need another disaster, the fierce winter at Broken Arrow Crossing couldn't have come at a worse time. Stuart Brannon had just abandoned his Arizona ranch, sick with grief after losing his family and his cattle. That's when the vicious Colorado blizzard struck. Half frozen, Brannon stumbles into the isolated stage station at the Crossing. There he finds a wounded prospector and sets about to nurse the man back to health. Winter storms bring other stragglers to the station — an abused, pregnant Indian girl and naïve gold seekers. Drawn into their desperate plights, Brannon plunges into a dangerous mission to rescue a boy from the Indians, and then himself becomes the target of an outlaw band. Written in the tradition of Zane Grey, Luke Short, and Louis L'Amour, "Hard Winter at Broken Arrow Crossing" recreates the tumultuous old West where good battles evil.","","816158223","9780816158225","","15","0","4","25","38","42"
"23492613","Eight Hundred Grapes","260","There are secrets you share, and secrets you hide… Growing up on her family's Sonoma vineyard, Georgia Ford learned some important secrets. The secret number of grapes it takes to make a bottle of wine: eight hundred. The secret ingredient in her mother's lasagna: chocolate. The secret behind ending a fight: hold hands. But just a week before her wedding, thirty-year-old Geo There are secrets you share, and secrets you hide… Growing up on her family's Sonoma vineyard, Georgia Ford learned some important secrets. The secret number of grapes it takes to make a bottle of wine: eight hundred. The secret ingredient in her mother's lasagna: chocolate. The secret behind ending a fight: hold hands. But just a week before her wedding, thirty-year-old Georgia discovers her beloved fiancé has been keeping a secret so explosive, it will change their lives forever. Georgia does what she's always done: she returns to the family vineyard, expecting the comfort of her long-married parents, and her brothers, and everything familiar. But it turns out her fiancé is not the only one who's been keeping secrets…","Sonoma, California(United States)","1476789258","9781476789255","Eight Hundred Grapes","2521","481","2127","7995","8826","3709"
"22008036","Müfettişler Müfettişi","305","NaN","","9752893740","9789752893740","","5","1","3","15","41","39"
"15705011","The Last Runaway","305","In New York Times bestselling author Tracy Chevalier's newest historical  In New York Times bestselling author Tracy Chevalier's newest historical saga, she introduces Honor Bright, a modest English Quaker who moves to Ohio in 1850, only to find herself alienated and alone in a strange land. Sick from the moment she leaves England, and fleeing personal disappointment, she is forced by family tragedy to rely on strangers in a harsh, unfamiliar landscape.  Nineteenth-century America is practical, precarious, and unsentimental, and scarred by the continuing injustice of slavery. In her new home Honor discovers that principles count for little, even within a religious community meant to be committed to human equality.  However, drawn into the clandestine activities of the Underground Railroad, a network helping runaway slaves escape to freedom, Honor befriends two surprising women who embody the remarkable power of defiance. Eventually she must decide if she too can act on what she believes in, whatever the personal costs.  A powerful journey brimming with color and drama, The Last Runaway is Tracy Chevalier's vivid engagement with an iconic part of American history.","Faithwell, Ohio,1850(United States)","525952993","9780525952992","The Last Runaway","3935","356","1615","8023","13287","6736"
